ranking,mld_res,mld.ps_res,card_rem,ratio_Rrem,ratio_Arem,jaccard_RR,jaccard_RA,jaccard_AR,jaccard_AA,jaccard_ARrd,jaccard_ARrem,url_length,dot_count,slash_count,hyphen_count,at_count,digit_count,has_https,label
172766.0,1,0,4.0,93.75,94.25,0.0,0.0,0.0,0.0,0.9,0.807692,48,3,3,0,0,0,0,0
4570.0,1,1,23.0,65.130435,63.826087,0.004651,0.004065,0.002663,0.002037,0.571429,0.818516,371,3,3,9,0,45,0,1
10000000.0,0,0,14.0,106.642857,109.5,0.0,0.0,0.0,0.0,0.0,0.810892,110,3,9,1,0,0,0,1
10000000.0,0,0,4.0,145.25,146.0,0.0,0.0,0.0,0.0,0.0,0.800618,45,5,2,0,0,0,0,1
3533.0,1,1,2.0,167.5,167.5,0.002778,0.002778,0.002809,0.002809,0.846154,0.835616,44,3,1,0,0,0,0,0
10000000.0,0,0,11.0,152.818182,150.545455,0.0,0.0,0.0,0.0,0.0,0.77689,123,11,2,0,0,28,0,1
10000000.0,0,0,3.0,181.0,188.333333,0.0,0.0,0.0,0.0,0.0,0.828383,43,2,4,1,0,4,0,1
10000000.0,0,0,3.0,93.333333,93.0,0.0,0.0,0.0,0.0,0.0,0.850993,52,3,1,0,0,0,0,0
3832.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516129,0.0,13,1,1,0,0,2,0,1
168.0,1,1,1.0,477.0,522.0,0.0,0.001845,0.0,0.001869,0.666667,0.752632,30,2,2,0,0,0,0,0
2547.0,1,1,3.0,41.666667,41.666667,0.006849,0.020833,0.007246,0.022059,0.636364,0.712329,34,2,3,0,0,0,0,0
842983.0,0,0,3.0,160.666667,166.333333,0.0,0.0,0.0,0.0,0.0,0.854442,31,3,2,0,0,0,0,0
10000000.0,0,0,1.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.5,27,1,3,0,0,0,0,0
10000000.0,0,0,1.0,82.0,85.0,0.0,0.0,0.0,0.0,0.0,0.67,28,2,2,0,0,0,0,0
10000000.0,0,0,5.0,640.4,679.2,0.0,0.0,0.0,0.0,0.0,0.859639,43,6,2,0,0,0,0,1
63404.0,0,0,3.0,70.333333,68.666667,0.0,0.0,0.0,0.0,0.0,0.702041,28,3,2,2,0,0,0,0
10000000.0,0,0,8.0,200.625,206.125,0.0,0.0,0.0,0.0,0.0,0.790864,88,7,4,1,0,1,0,1
10000000.0,0,0,3.0,458.666667,486.333333,0.0,0.0,0.0,0.0,0.0,0.854153,37,2,2,0,0,0,0,1
10000000.0,0,0,12.0,137.333333,135.333333,0.0,0.0,0.0,0.0,0.0,0.751606,125,6,5,1,0,8,0,1
10000000.0,0,0,10.0,144.0,139.6,0.0,0.0,0.0,0.0,0.0,0.830859,149,3,5,0,0,38,0,1
157704.0,0,0,6.0,52.833333,48.833333,0.0,0.0,0.0,0.0,0.0,0.657609,51,3,3,1,0,1,0,0
6424.0,1,1,5.0,216.2,219.8,0.0,0.0,0.0,0.0,0.777778,0.842773,42,3,3,0,0,0,0,0
497652.0,1,0,2.0,132.5,134.0,0.0,0.0,0.0,0.0,0.5,0.850694,30,3,1,0,0,0,0,0
10000000.0,0,0,5.0,94.8,92.2,0.0,0.0,0.0,0.0,0.0,0.787763,63,2,4,0,0,0,0,0
10000000.0,1,0,4.0,305.25,319.5,0.0,0.0,0.0,0.0,0.727273,0.863535,70,3,2,0,0,12,0,1
753.0,1,1,6.0,121.0,125.833333,0.001344,0.001294,0.0,0.0,0.111111,0.775779,69,3,4,0,0,4,0,0
6424.0,1,1,4.0,143.25,146.5,0.0,0.003279,0.0,0.0033,0.777778,0.67971,43,3,3,0,0,0,0,0
170032.0,1,0,2.0,457.0,491.0,0.0,0.0,0.0,0.0,0.818182,0.802281,26,3,1,0,0,3,0,1
538694.0,0,0,1.0,42.0,38.0,0.0,0.0,0.0,0.0,0.0,0.632653,25,2,2,0,0,0,0,0
10000000.0,0,0,3.0,95.666667,92.333333,0.0,0.0,0.0,0.0,0.0,0.819355,34,3,2,0,0,0,0,1
10000000.0,1,0,2.0,24.5,20.0,0.0,0.0,0.0,0.0,0.888889,0.648148,33,2,3,0,0,0,0,0
17052.0,1,0,8.0,375.5,497.875,0.000664,0.000752,0.000332,0.000502,0.7,0.642068,68,2,5,8,0,0,0,0
10000000.0,0,0,1.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.6,33,2,2,0,0,0,0,0
50255.0,1,0,2.0,364.5,376.5,0.003995,0.001287,0.002688,0.0,0.68,0.895141,25,2,2,0,0,0,0,0
10000000.0,0,0,9.0,171.555556,171.222222,0.0,0.0,0.0,0.0,0.0,0.766896,94,6,8,1,0,2,0,1
7266.0,1,1,3.0,44.0,41.666667,0.012739,0.020134,0.013699,0.021739,0.592593,0.647436,27,3,2,0,0,1,0,0
14969.0,1,0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,26,2,2,0,0,3,0,0
10000000.0,0,0,3.0,230.666667,243.0,0.0,0.0,0.0,0.0,0.0,0.79646,31,2,2,0,0,0,0,0
10000000.0,0,0,8.0,190.375,188.875,0.0,0.0,0.0,0.0,0.0,0.779472,106,10,2,1,0,23,0,1
10000000.0,0,0,5.0,17.0,12.2,0.0,0.0,0.0,0.0,0.0,0.659091,172,2,5,0,0,78,0,1
10000000.0,0,0,7.0,106.571429,95.714286,0.0,0.0,0.0,0.0,0.0,0.73317,94,5,5,1,0,21,0,1
52898.0,0,0,6.0,98.666667,102.333333,0.0,0.0,0.0,0.0,0.0,0.808096,74,3,5,0,0,8,0,0
801.0,1,1,3.0,334.666667,343.666667,0.002901,0.004721,0.001955,0.00286,0.588235,0.816964,45,2,6,0,0,11,0,0
833.0,1,1,3.0,415.666667,430.0,0.018182,0.013709,0.008779,0.008488,0.414634,0.845091,45,3,4,0,0,7,0,0
1230.0,1,0,4.0,194.75,196.25,0.003793,0.007557,0.002528,0.006297,0.933333,0.732004,48,2,3,2,0,0,0,0
91192.0,1,0,3.0,23.666667,18.333333,0.0,0.0,0.0,0.0,0.272727,0.68,26,1,3,0,0,0,0,0
10498.0,1,1,4.0,199.5,202.0,0.0,0.0,0.0,0.0,0.833333,0.878363,53,3,4,0,0,1,0,0
375625.0,0,0,22.0,124.545455,126.590909,0.0,0.0,0.0,0.0,0.0,0.790924,205,5,5,5,0,11,0,1
183.0,1,1,2.0,18.5,15.5,0.0,0.0,0.0,0.0,0.522388,0.74359,42,3,2,0,0,0,0,1
10000000.0,0,0,3.0,255.666667,266.333333,0.0,0.0,0.0,0.0,0.0,0.835873,25,2,2,0,0,0,0,1
10000000.0,0,0,12.0,141.083333,140.25,0.0,0.0,0.0,0.0,0.0,0.78153,121,4,9,2,0,17,0,1
576.0,1,1,5.0,218.8,227.6,0.010762,0.011191,0.013344,0.012872,0.784173,0.886729,50,2,5,1,0,0,0,0
14969.0,1,0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,27,2,2,0,0,4,0,0
10000000.0,0,0,2.0,160.0,184.5,0.0,0.0,0.0,0.0,0.0,0.771208,34,4,1,1,0,0,0,1
4.0,1,1,3.0,194.0,193.0,0.019531,0.025616,0.018499,0.027027,0.711198,0.769817,35,3,3,0,0,0,0,0
2296.0,1,1,2.0,59.0,61.0,0.0,0.0,0.0,0.0,0.756757,0.678322,26,3,2,0,0,0,0,0
10000000.0,0,0,4.0,105.5,102.0,0.0,0.0,0.0,0.0,0.0,0.844444,47,2,4,1,0,0,0,1
10000000.0,1,0,4.0,172.5,178.25,0.0,0.0,0.0,0.0,0.615385,0.801027,38,3,2,0,0,0,0,0
10000000.0,0,0,2.0,75.0,71.5,0.0,0.0,0.0,0.0,0.0,0.592391,27,2,1,0,0,3,0,0
10000000.0,0,0,10.0,152.4,156.2,0.0,0.0,0.0,0.0,0.0,0.812096,217,7,4,1,0,88,0,1
10000000.0,0,0,2.0,57.0,54.0,0.0,0.0,0.0,0.0,0.0,0.681818,40,3,2,1,0,0,0,0
10000000.0,0,0,3.0,112.0,107.666667,0.0,0.0,0.0,0.0,0.0,0.805479,39,3,2,0,0,0,0,0
10000000.0,1,0,2.0,22.5,16.5,0.0,0.0,0.0,0.0,0.666667,0.659574,24,2,3,0,0,0,0,0
10000000.0,0,0,3.0,156.666667,161.333333,0.0,0.0,0.0,0.0,0.0,0.789869,45,4,1,0,0,0,0,1
10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2,0,1,0,0,0,1
29.0,1,1,1.0,32.0,19.0,0.0,0.003205,0.003086,0.006452,0.875399,0.457143,33,2,1,0,0,5,0,0
10000000.0,0,0,14.0,78.642857,82.642857,0.0,0.0,0.0,0.0,0.0,0.759938,149,3,1,1,0,5,0,1
69229.0,1,0,6.0,89.833333,92.166667,0.001595,0.003125,0.001565,0.004608,0.792453,0.823038,61,4,4,0,0,0,0,0
10000000.0,0,0,4.0,34.75,30.25,0.0,0.0,0.0,0.0,0.0,0.744966,40,1,4,1,0,0,0,1
10000000.0,0,0,5.0,51.8,45.0,0.0,0.0,0.0,0.0,0.0,0.728571,50,1,5,0,0,0,0,1
10000000.0,0,0,5.0,51.6,44.4,0.0,0.0,0.0,0.0,0.0,0.708185,43,3,3,0,0,0,0,1
4918.0,1,1,6.0,40.166667,40.0,0.003521,0.007092,0.00369,0.007435,0.595745,0.742754,57,3,2,0,0,0,0,0
4746.0,0,0,5.0,98.0,100.6,0.0,0.0,0.0,0.0,0.0,0.739054,63,3,1,2,0,0,0,0
10000000.0,1,0,2.0,179.0,181.5,0.0,0.007772,0.0,0.007833,0.884615,0.811558,29,3,1,1,0,0,0,0
4.0,1,1,3.0,162.333333,166.333333,0.01606,0.02017,0.012429,0.014525,0.711198,0.874525,35,2,3,0,0,0,0,0
8780.0,1,1,2.0,221.0,229.0,0.0,0.0,0.0,0.0,0.6875,0.832994,34,3,2,0,0,0,0,0
6.0,1,1,3.0,283.666667,300.0,0.08393,0.079922,0.076766,0.078355,0.809735,0.870726,47,2,2,0,0,0,0,0
40633.0,1,0,2.0,158.0,157.0,0.0,0.0,0.0,0.0,0.4,0.619537,22,1,1,0,0,0,0,0
1.0,1,1,1.0,23.0,17.0,0.007496,0.002999,0.008384,0.003811,0.886969,0.6,30,2,2,0,0,0,0,0
10000000.0,0,0,3.0,26.333333,19.666667,0.0,0.0,0.0,0.0,0.0,0.550562,38,3,1,0,0,0,0,0
1267.0,1,1,3.0,105.666667,107.666667,0.0,0.002907,0.0,0.002967,0.681818,0.83908,44,3,2,0,0,0,0,0
10000000.0,0,0,3.0,124.0,125.333333,0.0,0.0,0.0,0.0,0.0,0.815534,39,3,2,0,0,0,0,0
44061.0,1,0,3.0,105.666667,107.333333,0.003135,0.0,0.003145,0.0,0.666667,0.794944,33,2,2,0,0,1,0,1
10000000.0,0,0,9.0,183.555556,191.888889,0.0,0.0,0.0,0.0,0.0,0.830444,62,2,6,0,0,0,0,1
278702.0,1,1,1.0,48.0,39.0,0.0,0.0,0.0,0.0,0.642857,0.705882,29,3,2,0,0,0,0,0
4570.0,1,1,24.0,62.416667,61.166667,0.004651,0.004065,0.002663,0.002037,0.571429,0.818516,345,3,3,8,0,44,0,1
10000000.0,0,0,4.0,109.5,103.0,0.0,0.0,0.0,0.0,0.0,0.800847,32,2,3,0,0,0,0,1
5956.0,1,0,12.0,70.583333,69.083333,0.024793,0.01432,0.014168,0.014475,0.571429,0.754974,89,6,9,2,0,1,0,0
10000000.0,0,0,4.0,134.75,134.0,0.0,0.0,0.0,0.0,0.0,0.695584,78,4,4,0,0,4,0,1
10000000.0,0,0,1.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.590909,44,2,4,1,0,8,0,1
10000000.0,0,0,3.0,38.333333,33.333333,0.0,0.0,0.0,0.0,0.0,0.692913,73,1,3,1,0,25,0,1
10000000.0,0,0,1.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.571429,27,2,2,0,0,0,0,0
4.0,1,1,2.0,225.0,231.5,0.01559,0.019846,0.014168,0.016317,0.711198,0.886364,32,2,3,0,0,0,0,0
1267.0,1,1,3.0,29.333333,22.666667,0.0,0.0,0.0,0.0,0.681818,0.659574,49,3,2,0,0,1,0,0
10000000.0,1,1,10.0,154.6,154.0,0.000635,0.000637,0.000646,0.000649,0.0625,0.759407,102,7,3,7,0,24,0,1
10000000.0,0,0,11.0,146.909091,147.727273,0.0,0.0,0.0,0.0,0.0,0.817723,83,5,2,0,0,1,0,1
10000000.0,0,0,1.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.52381,30,2,2,0,0,0,0,0
10000000.0,0,0,7.0,93.0,95.0,0.0,0.0,0.0,0.0,0.0,0.825243,74,2,5,0,0,0,0,1
10000000.0,1,0,3.0,253.0,263.666667,0.001294,0.003736,0.001304,0.002506,0.6,0.735722,36,3,2,0,0,2,0,0
1924.0,1,1,6.0,192.166667,192.833333,0.005133,0.005115,0.002577,0.003428,0.636364,0.76876,45,3,4,0,0,0,0,0
10000000.0,1,0,2.0,179.0,181.5,0.0,0.0,0.0,0.0,0.5,0.811558,32,4,1,0,0,0,0,0
6332.0,1,1,3.0,555.333333,579.333333,0.003544,0.003399,0.000597,0.001145,0.34375,0.867252,31,4,2,0,0,0,0,0
1859.0,1,1,2.0,39.5,26.0,0.011628,0.016949,0.011905,0.017544,0.75,0.541176,48,3,4,0,0,13,0,0
10000000.0,0,0,4.0,35.5,31.25,0.0,0.0,0.0,0.0,0.0,0.700637,49,3,4,0,0,0,0,1
10000000.0,0,0,3.0,142.666667,140.666667,0.0,0.0,0.0,0.0,0.0,0.804671,36,2,3,0,0,1,0,1
3547.0,1,1,4.0,100.75,103.0,0.0,0.0,0.0,0.0,0.666667,0.815145,32,4,2,0,0,0,0,0
14969.0,1,0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,27,2,2,0,0,4,0,0
10000000.0,0,0,1.0,110.0,102.0,0.0,0.0,0.0,0.0,0.0,0.766667,19,2,2,0,0,0,0,1
2547.0,1,1,4.0,105.75,103.5,0.006787,0.006928,0.006912,0.007059,0.636364,0.8,42,3,3,0,0,0,0,0
4570.0,1,1,13.0,115.230769,112.923077,0.004651,0.004065,0.002663,0.002037,0.571429,0.818516,371,3,3,6,0,54,0,1
10000000.0,0,0,7.0,145.142857,151.714286,0.0,0.0,0.0,0.0,0.0,0.770017,104,7,4,3,0,0,0,1
10000000.0,0,0,8.0,172.125,172.875,0.0,0.0,0.0,0.0,0.0,0.77492,159,2,3,1,0,63,0,1
10000000.0,0,0,2.0,46.5,35.0,0.0,0.0,0.0,0.0,0.0,0.663265,43,1,2,1,0,0,0,1
10000000.0,0,0,8.0,165.625,172.75,0.0,0.0,0.0,0.0,0.0,0.805871,71,3,5,0,0,0,0,1
10000000.0,0,0,1.0,51.0,50.0,0.0,0.0,0.0,0.0,0.0,0.77193,31,2,3,0,0,2,0,0
10000000.0,0,0,3.0,174.0,183.666667,0.0,0.0,0.0,0.0,0.0,0.764803,47,3,3,0,0,8,0,0
10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,1,0,0,0,0,1
10000000.0,0,0,8.0,168.375,167.625,0.0,0.0,0.0,0.0,0.0,0.792,119,8,2,1,0,37,0,1
10000000.0,0,0,1.0,110.0,102.0,0.0,0.0,0.0,0.0,0.0,0.766667,23,2,3,0,0,2,0,1
10000000.0,0,0,13.0,84.692308,83.0,0.0,0.0,0.0,0.0,0.0,0.760905,138,3,2,1,0,7,0,1
10000000.0,1,0,12.0,136.583333,135.166667,0.0,0.0,0.0,0.0,0.428571,0.77132,153,13,2,0,0,42,0,1
105.0,1,1,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.172414,0.850694,38,3,1,2,0,16,0,0
14969.0,1,0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,26,2,2,0,0,3,0,0
242970.0,1,1,4.0,23.75,18.75,0.027778,0.022472,0.018692,0.011364,0.875,0.7,42,3,3,0,0,0,0,0
10000000.0,0,0,13.0,119.923077,122.307692,0.0,0.0,0.0,0.0,0.0,0.778091,119,10,2,4,0,21,1,1
10000000.0,0,0,4.0,262.75,270.0,0.0,0.0,0.0,0.0,0.0,0.849826,37,3,2,0,0,0,0,1
10000000.0,0,0,7.0,140.428571,144.714286,0.0,0.0,0.0,0.0,0.0,0.717728,87,1,8,0,0,17,0,1
10000000.0,0,0,7.0,26.571429,24.714286,0.0,0.0,0.0,0.0,0.0,0.67757,55,3,3,1,0,0,0,1
10000000.0,0,0,6.0,116.333333,116.166667,0.0,0.0,0.0,0.0,0.0,0.830709,71,3,5,1,0,0,0,1
582670.0,1,1,4.0,89.75,89.75,0.005376,0.0,0.00545,0.0,0.666667,0.836317,52,3,2,1,0,4,0,0
14969.0,1,0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,27,2,2,0,0,4,0,0
10000000.0,0,0,2.0,160.0,161.0,0.0,0.0,0.0,0.0,0.0,0.850144,33,3,1,0,0,0,0,0
10000000.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333,0.0,28,2,2,0,0,10,0,1
398.0,1,1,3.0,121.0,124.333333,0.012346,0.014493,0.002611,0.005102,0.446809,0.723653,34,2,4,0,0,0,0,0
10000000.0,0,0,11.0,139.818182,138.363636,0.0,0.0,0.0,0.0,0.0,0.747573,114,6,5,1,0,13,0,1
401435.0,1,0,2.0,167.0,172.5,0.0,0.002801,0.0,0.002817,0.846154,0.782152,31,3,3,0,0,7,0,0
10000000.0,0,0,6.0,44.5,41.166667,0.0,0.0,0.0,0.0,0.0,0.616352,70,4,4,2,0,0,0,1
10000000.0,1,0,2.0,21.5,19.0,0.0,0.0,0.0,0.0,0.842105,0.6875,32,3,2,0,0,0,0,0
14969.0,1,0,1.0,265.0,268.0,0.0,0.0,0.0,0.0,0.916667,0.850694,26,2,2,0,0,3,0,0
10000000.0,0,0,12.0,121.25,121.25,0.0,0.0,0.0,0.0,0.0,0.791872,89,5,4,0,0,1,0,1
10000000.0,1,0,3.0,277.0,286.666667,0.001202,0.001161,0.001203,0.001163,0.5,0.850109,29,2,2,0,0,0,0,1
10000000.0,0,0,2.0,506.5,527.0,0.0,0.0,0.0,0.0,0.0,0.860486,65,4,2,0,0,24,0,1
6394.0,0,0,2.0,218.5,230.0,0.0,0.0,0.0,0.0,0.0,0.853306,59,3,1,0,0,7,0,1
10000000.0,1,0,1.0,32.0,18.0,0.0,0.0,0.0,0.0,0.666667,0.470588,25,2,2,0,0,9,0,0
10000000.0,1,0,6.0,18.5,17.0,0.0,0.0,0.0,0.0,0.9,0.690476,56,5,3,0,0,2,0,1
90756.0,0,0,4.0,73.5,76.25,0.0,0.0,0.0,0.0,0.0,0.777448,43,2,3,0,0,0,0,0
10000000.0,0,0,4.0,101.0,99.5,0.0,0.0,0.0,0.0,0.0,0.790179,60,3,5,1,0,8,0,0
10000000.0,0,0,4.0,418.25,432.0,0.0,0.0,0.0,0.0,0.0,0.861522,61,3,4,2,0,0,0,0
10000000.0,0,0,5.0,184.0,192.8,0.0,0.0,0.0,0.0,0.0,0.785782,48,2,5,0,0,11,0,1
15587.0,1,1,3.0,68.0,69.0,0.011364,0.015038,0.011538,0.015267,0.794118,0.771552,53,4,3,0,0,0,0,0
179326.0,0,0,3.0,35.333333,33.666667,0.0,0.0,0.0,0.0,0.0,0.617188,34,2,3,0,0,0,0,0
236871.0,1,0,3.0,23.0,16.666667,0.0,0.0,0.0,0.0,0.9,0.652778,72,2,6,0,0,24,0,1
61210.0,1,0,2.0,161.0,164.0,0.0,0.002959,0.0,0.002967,0.909091,0.84136,32,4,1,0,0,0,0,0
11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513514,0.0,31,2,1,1,0,0,0,1
10000000.0,0,0,11.0,132.454545,132.363636,0.0,0.0,0.0,0.0,0.0,0.789312,96,6,4,0,0,1,0,1
585676.0,0,0,7.0,77.428571,75.142857,0.0,0.0,0.0,0.0,0.0,0.782972,64,4,6,1,0,7,0,1
10000000.0,0,0,2.0,142.0,139.5,0.0,0.0,0.0,0.0,0.0,0.816129,31,3,1,0,0,0,0,0
100926.0,0,0,3.0,280.333333,290.333333,0.0,0.0,0.0,0.0,0.0,0.746939,45,3,2,0,0,3,0,0
10000000.0,0,0,1.0,185.0,180.0,0.0,0.0,0.0,0.0,0.0,0.825,19,2,2,0,0,0,0,1
8419.0,1,0,4.0,409.5,424.5,0.000606,0.00117,0.0,0.000586,0.714286,0.816993,53,3,4,0,0,5,0,0
10000000.0,0,0,3.0,43.0,40.666667,0.0,0.0,0.0,0.0,0.0,0.719178,30,2,2,0,0,0,0,1
10000000.0,1,0,9.0,210.444444,214.888889,0.0,0.0,0.0,0.0,0.916667,0.809929,191,4,2,1,0,87,0,1
8998.0,1,0,7.0,43.0,39.428571,0.122924,0.098246,0.092409,0.108696,0.717949,0.759146,81,3,1,0,0,14,0,0
10000000.0,1,0,2.0,57.0,54.0,0.0,0.0,0.0,0.0,0.5,0.681818,24,3,1,0,0,0,0,0
10000000.0,1,0,3.0,41.666667,39.333333,0.007407,0.007813,0.007463,0.007874,0.909091,0.699301,39,3,2,0,0,0,0,0
10000000.0,0,0,3.0,64.333333,66.666667,0.0,0.0,0.0,0.0,0.0,0.778281,38,2,2,0,0,2,0,1
10000000.0,0,0,4.0,40.25,33.0,0.0,0.0,0.0,0.0,0.0,0.583784,46,2,3,0,0,5,0,1
1.0,1,1,6.0,71.166667,78.666667,0.028235,0.032239,0.027365,0.031432,0.886969,0.696226,79,2,2,0,0,4,0,1
10000000.0,0,0,10.0,144.1,141.3,0.0,0.0,0.0,0.0,0.0,0.813215,278,12,2,0,0,97,1,1
10000000.0,0,0,4.0,39.5,35.5,0.0,0.0,0.0,0.0,0.0,0.734104,51,3,2,0,0,0,0,1
10000000.0,0,0,9.0,116.666667,117.333333,0.0,0.0,0.0,0.0,0.0,0.775717,194,2,2,0,0,73,0,1
2514.0,1,1,5.0,36.4,34.4,0.013636,0.014286,0.014563,0.015306,0.658537,0.710145,59,3,8,0,0,2,0,0
10000000.0,0,0,4.0,77.25,64.5,0.0,0.0,0.0,0.0,0.0,0.597183,37,3,2,1,0,0,0,1
10000000.0,0,0,4.0,107.0,108.25,0.0,0.0,0.0,0.0,0.0,0.816456,55,2,2,0,0,1,0,1
10000000.0,0,0,1.0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.46875,104,2,1,0,0,60,0,1
10000000.0,0,0,4.0,166.75,164.25,0.0,0.0,0.0,0.0,0.0,0.753642,35,2,2,2,0,0,0,1
10000000.0,1,0,3.0,99.666667,103.0,0.0,0.0,0.0,0.0,0.0,0.814925,30,3,1,0,0,0,0,0
10000000.0,0,0,10.0,158.5,156.8,0.0,0.0,0.0,0.0,0.0,0.76441,97,6,8,1,0,5,0,1
10000000.0,0,0,2.0,386.0,401.5,0.0,0.0,0.0,0.0,0.0,0.857311,134,2,4,0,0,65,0,1
2547.0,1,1,3.0,204.333333,220.333333,0.006339,0.007375,0.0032,0.004464,0.636364,0.784314,34,2,3,0,0,1,0,0
10000000.0,0,0,2.0,144.0,142.5,0.0,0.0,0.0,0.0,0.0,0.836538,26,4,1,0,0,0,0,0
10000000.0,0,0,10.0,157.1,155.8,0.0,0.0,0.0,0.0,0.0,0.800345,119,6,8,4,0,0,0,1
